codigo;estado;nombre;descripcion;fuente_desc;familia;familia_indice;subcategoria;marcas;codigo_original;compatibilidad;ubicacion;medidas;ref_interna;foto;foto_confianza;clave_rubro;clave_subrubro;clave_producto;pagina;origen;flags;encabezado_pdf
3120973;derivado_sin_foto;Electroembragues — John Deere;Electroembragues para John Deere;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;ELECTROEMBRAGUES;John Deere;;;;;;3120973.jpg;;Cortadora de césped;Minitractor;;151;grilla;;ELECTROEMBRAGUES - JOHN DEERE
3120974;derivado_sin_foto;Electroembragues — John Deere;Electroembragues para John Deere;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;ELECTROEMBRAGUES;John Deere;;;;;;3120974.jpg;;Cortadora de césped;Minitractor;;151;grilla;;ELECTROEMBRAGUES - JOHN DEERE
3120975;completo;Kit RS800;Kit RS800 REPL 587086703;texto del PDF;Máquinas de cortar césped;;POLEAS;AYP | Poulan | Husqvarna;587086703;Kit RS800 REPL 587086703;;;;3120975.jpg;;Cortadora de césped;Minitractor;;147;grilla;;POLEAS - AYP / HQV / POULAN
3120976;completo;Kit RS800;Kit RS800 REPL 587086701;texto del PDF;Máquinas de cortar césped;;POLEAS;AYP | Poulan | Husqvarna;587086701;Kit RS800 REPL 587086701;;;;3120976.jpg;;Cortadora de césped;Minitractor;;147;grilla;;POLEAS - AYP / HQV / POULAN
3120977;completo;Extractor de cuchilla 2023;Extractor de cuchilla 2023;texto del PDF;Motosierras;Motosierras;ACCESORIOS;;;Extractor de cuchilla 2023;;;;3120977.jpg;;Cortadora de césped;Minitractor;;143;grilla;;MOTOSIERRAS - ACCESORIOS
3201061;completo;Repl 742-0618 (1) Cuchilla MTD 18” Ø 21mm Largo 490mm;Repl 742-0618 (1) Cuchilla MTD 18” Ø 21mm Largo 490mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD;742-0618;Repl 742-0618 (1) Cuchilla MTD 18” Ø 21mm Largo 490mm;;Ø 21mm | 490mm;;3201061.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201065;completo;(1) Cuchilla MTD 18” Ø 21 Largo 490mm (XX);(1) Cuchilla MTD 18” Ø 21 Largo 490mm (XX);texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD;;(1) Cuchilla MTD 18” Ø 21 Largo 490mm (XX);;Ø 21 | 490mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201071;completo;Repl 742-0620 (1) Cuchilla MTD 20” Ø 21mm Largo 500mm;Repl 742-0620 (1) Cuchilla MTD 20” Ø 21mm Largo 500mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD;742-0620;Repl 742-0620 (1) Cuchilla MTD 20” Ø 21mm Largo 500mm;;Ø 21mm | 500mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201075;completo;(1) Cuchilla MTD 20” Ø 21 Largo 500mm (XX);(1) Cuchilla MTD 20” Ø 21 Largo 500mm (XX);texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD;;(1) Cuchilla MTD 20” Ø 21 Largo 500mm (XX);;Ø 21 | 500mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201081;completo;Repl 742-0621 (1) Cuchilla MTD 21” Ø 21mm Largo 528mm;Repl 742-0621 (1) Cuchilla MTD 21” Ø 21mm Largo 528mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD;742-0621;Repl 742-0621 (1) Cuchilla MTD 21” Ø 21mm Largo 528mm;;Ø 21mm | 528mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201087;completo;Repl 742-0622 (1) Cuchilla MTD 22” Ø 21mm Largo 555mm;Repl 742-0622 (1) Cuchilla MTD 22” Ø 21mm Largo 555mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD;742-0622;Repl 742-0622 (1) Cuchilla MTD 22” Ø 21mm Largo 555mm;;Ø 21mm | 555mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201130;completo;Repl 742-0640 (1) Cuchilla 20” 4P Largo 505mm;Repl 742-0640 (1) Cuchilla 20” 4P Largo 505mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;742-0640;Repl 742-0640 (1) Cuchilla 20” 4P Largo 505mm;;505mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201135;completo;Repl 742-0641 (1) Cuchilla 21”de Corte 4P Largo 530mm;Repl 742-0641 (1) Cuchilla 21”de Corte 4P Largo 530mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;742-0641;Repl 742-0641 (1) Cuchilla 21”de Corte 4P Largo 530mm;;530mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201140;completo;Repl 742-0642 (1) Cuchilla 22” de Corte 4P”Largo 555mm;Repl 742-0642 (1) Cuchilla 22” de Corte 4P”Largo 555mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;742-0642;Repl 742-0642 (1) Cuchilla 22” de Corte 4P”Largo 555mm;;555mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;14;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201196;derivado_sin_foto;Cuchillas — MTD / Yard Man / Cub Cadet;Cuchillas para MTD / Yard Man / Cub Cadet;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;;;;;;3201196.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;15;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201207;derivado_sin_foto;Cuchillas — MTD / Yard Man / Cub Cadet;Cuchillas para MTD / Yard Man / Cub Cadet;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;;;;;;3201207.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;15;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201211;derivado_sin_foto;Cuchillas — MTD / Yard Man / Cub Cadet;Cuchillas para MTD / Yard Man / Cub Cadet;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;;;;;;3201211.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;15;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201221;derivado_sin_foto;Cuchillas — MTD / Yard Man / Cub Cadet;Cuchillas para MTD / Yard Man / Cub Cadet;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;;;;;;3201221.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;15;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201223;derivado_sin_foto;Cuchillas — MTD / Yard Man / Cub Cadet;Cuchillas para MTD / Yard Man / Cub Cadet;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;MTD | Cub Cadet;;;;;;3201223.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;15;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - MTD / YARD MAN / CUB CADET
3201240;completo;Repl 42785HT (1) Cuchilla 20” Ø 3/8” Largo 500mm;Repl 42785HT (1) Cuchilla 20” Ø 3/8” Largo 500mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS CONVENCIONALES Y TRITURADORAS;Murray;42785HT;Repl 42785HT (1) Cuchilla 20” Ø 3/8” Largo 500mm;;Ø 3 | 500mm;;3201240.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;18;grilla;;MINITRACTORES - CUCHILLAS CONVENCIONALES Y TRITURADORAS - MURRAY
3201245;completo;(1) Cuchilla 20” Ø 3/8” Largo 500mm (X);(1) Cuchilla 20” Ø 3/8” Largo 500mm (X);texto del PDF;Minitractores;Minitractores;CUCHILLAS CONVENCIONALES Y TRITURADORAS;Murray;;(1) Cuchilla 20” Ø 3/8” Largo 500mm (X);;Ø 3 | 500mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;18;grilla;;MINITRACTORES - CUCHILLAS CONVENCIONALES Y TRITURADORAS - MURRAY
3201250;completo;Repl 43610HT (1) Cuchilla 21” Ø 3/8” Largo 530mm;Repl 43610HT (1) Cuchilla 21” Ø 3/8” Largo 530mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS CONVENCIONALES Y TRITURADORAS;Murray;43610HT;Repl 43610HT (1) Cuchilla 21” Ø 3/8” Largo 530mm;;Ø 3 | 530mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;18;grilla;;MINITRACTORES - CUCHILLAS CONVENCIONALES Y TRITURADORAS - MURRAY
3201255;completo;(1) Cuchilla 21” Ø 3/8” Largo 530mm (X);(1) Cuchilla 21” Ø 3/8” Largo 530mm (X);texto del PDF;Minitractores;Minitractores;CUCHILLAS CONVENCIONALES Y TRITURADORAS;Murray;;(1) Cuchilla 21” Ø 3/8” Largo 530mm (X);;Ø 3 | 530mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;18;grilla;;MINITRACTORES - CUCHILLAS CONVENCIONALES Y TRITURADORAS - MURRAY
3201306;completo;Repl 93-4106 (1) Cuchilla 21” Ø 3/8” Largo 531mm;Repl 93-4106 (1) Cuchilla 21” Ø 3/8” Largo 531mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;John Deere;93-4106;Repl 93-4106 (1) Cuchilla 21” Ø 3/8” Largo 531mm;;Ø 3 | 531mm;;3201306.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;17;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - JOHN DEERE
3201307;completo;Repl 108-9764-03 (1) Cuchilla 22” Ø 3/8” Largo 552mm;Repl 108-9764-03 (1) Cuchilla 22” Ø 3/8” Largo 552mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS REEMPLAZOS;John Deere;108-9764-03;Repl 108-9764-03 (1) Cuchilla 22” Ø 3/8” Largo 552mm;;Ø 3 | 552mm;;3201307.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;17;grilla;;MINITRACTORES - CUCHILLAS REEMPLAZOS - JOHN DEERE
3201386;completo;(1) Cuchilla 18” Ø 3/8” Largo 460mm;(1) Cuchilla 18” Ø 3/8” Largo 460mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS CARONI;Caroni;;(1) Cuchilla 18” Ø 3/8” Largo 460mm;;Ø 3 | 460mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;19;grilla;;MINITRACTORES - CUCHILLAS CARONI
3201389;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201389.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201390;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201390.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201395;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201395.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201397;completo;1) Cuchilla 20” Ø 3/8” Largo 505mm;1) Cuchilla 20” Ø 3/8” Largo 505mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS CARONI;Caroni;;1) Cuchilla 20” Ø 3/8” Largo 505mm;;Ø 3 | 505mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;19;grilla;;MINITRACTORES - CUCHILLAS CARONI
3201400;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201400.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201406;completo;(1) Cuchilla 21” Ø 3/8” Largo 535mm;(1) Cuchilla 21” Ø 3/8” Largo 535mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS CARONI;Caroni;;(1) Cuchilla 21” Ø 3/8” Largo 535mm;;Ø 3 | 535mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;19;grilla;;MINITRACTORES - CUCHILLAS CARONI
3201408;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201408.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201410;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201410.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201415;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201415.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201417;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201417.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201418;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201418.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201421;completo;(1) Cuchilla 22” Ø 3/8” Largo 555mm;(1) Cuchilla 22” Ø 3/8” Largo 555mm;texto del PDF;Minitractores;Minitractores;CUCHILLAS CARONI;Caroni;;(1) Cuchilla 22” Ø 3/8” Largo 555mm;;Ø 3 | 555mm;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;19;grilla;;MINITRACTORES - CUCHILLAS CARONI
3201424;completo;Kit De Arandelas De Suplemento;Kit De Arandelas De Suplemento Para Cuchillas Universales;texto del PDF;Minitractores;Minitractores;CUCHILLAS CARONI;Caroni;;Kit De Arandelas De Suplemento Para Cuchillas Universales;;;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;19;grilla;;MINITRACTORES - CUCHILLAS CARONI
3201425;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201425.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201428;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201428.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201430;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201430.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201435;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201435.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201440;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201440.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201443;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201443.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201445;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201445.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201446;derivado_sin_foto;Cuchillas;Cuchillas;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;Cuchillas;;;;;;;3201446.jpg;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201449;completo;Cuchilla de cortacésped 108.41.101…;Cuchilla de cortacésped 108.41.101…;texto del PDF;Minitractores;Minitractores;Cuchillas;;;Cuchilla de cortacésped 108.41.101…;;;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;20;grilla;;MINITRACTORES - CUCHILLAS UNIVERSALES Y OTROS REEMPLAZOS
3201672;completo;Eje de reemplazo 91922 (compatible…;Eje de reemplazo 91922 (compatible…;texto del PDF;Desmalezadoras;Desmalezadoras;CABLES ACELERADOR;;;Eje de reemplazo 91922 (compatible…;;;;;;Cortadora de césped;Minitractor de empuje;Cuchillas;115;grilla;;DESMALEZADORAS - CABLES ACELERADOR - REEMPLAZOS
3204111;derivado_con_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;;;;;;3204111.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204112;derivado_con_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;;;;;;3204112.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204113;derivado_con_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;;;;;;3204113.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204117;derivado_con_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;;;;;;3204117.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204120;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204120.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204121;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204121.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204125;completo;Cable de reemplazo 532176556;Cable de reemplazo 532176556;texto del PDF;Máquinas de cortar césped;;Cables;;532176556;Cable de reemplazo 532176556;;;;;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204128;completo;Cable De Freno HUSQ;Cable De Freno HUSQ REPL-532183281;texto del PDF;Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;532183281;Cable De Freno HUSQ REPL-532183281;;;;3204128.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204129;completo;Cable De Freno HUSQ;Cable De Freno HUSQ REPL-532183567;texto del PDF;Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;532183567;Cable De Freno HUSQ REPL-532183567;;;;3204129.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204130;completo;Cable De Freno HUSQ;Cable De Freno HUSQ REPL-532194653;texto del PDF;Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;;532194653;Cable De Freno HUSQ REPL-532194653;;;;3204130.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204131;completo;Cable De Freno Cable De Freno Cable De Freno Cable De Freno HUSQ;Cable De Freno Cable De Freno Cable De Freno Cable De Freno HUSQ REPL-532183281 HUSQ REPL-532183567 HUSQ REPL-532194653 HUSQ REPL 532415350;texto del PDF;Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;Husqvarna;532183281 | 532183567 | 532194653 | 532415350;Cable De Freno Cable De Freno Cable De Freno Cable De Freno HUSQ REPL-532183281 HUSQ REPL-532183567 HUSQ REPL-532194653 HUSQ REPL 532415350;;;;3204131.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204132;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204132.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204135;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204135.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204136;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204136.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204137;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204137.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204138;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204138.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204139;completo;Cable De Transmisión MTD;Cable De Transmisión MTD REPL 946-04728;texto del PDF;Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;MTD;946-04728;Cable De Transmisión MTD REPL 946-04728;;;;3204139.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204140;completo;Cable MTD;Cable MTD REPL 946-0935;texto del PDF;Minitractores;Minitractores;CABLES DE ACCIONAMIENTO;MTD;946-0935;Cable MTD REPL 946-0935;;;;3204140.jpg;;Cortadora de césped;Minitractor de empuje;Cables;152;grilla;;MINITRACTORES - CABLES DE ACCIONAMIENTO
3204141;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204141.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204142;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204142.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3204143;derivado_sin_foto;Cables;Cables;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;Cables;;;;;;;3204143.jpg;;Cortadora de césped;Minitractor de empuje;Cables;153;grilla;;
3206125;derivado_sin_foto;Ruedas — Para Máquinas Empuje;Ruedas para Para Máquinas Empuje;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;RUEDAS PARA MÁQUINAS DE EMPUJE;;;;;;;3206125.jpg;;Cortadora de césped;Minitractor de empuje;Ruedas;157;grilla;;RUEDAS PARA MÁQUINAS DE EMPUJE
3206126;derivado_sin_foto;Ruedas — Para Máquinas Empuje;Ruedas para Para Máquinas Empuje;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;RUEDAS PARA MÁQUINAS DE EMPUJE;;;;;;;3206126.jpg;;Cortadora de césped;Minitractor de empuje;Ruedas;157;grilla;;RUEDAS PARA MÁQUINAS DE EMPUJE
3206128;derivado_sin_foto;Ruedas — Para Máquinas Empuje;Ruedas para Para Máquinas Empuje;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;RUEDAS PARA MÁQUINAS DE EMPUJE;;;;;;;3206128.jpg;;Cortadora de césped;Minitractor de empuje;Ruedas;157;grilla;;RUEDAS PARA MÁQUINAS DE EMPUJE
3206129;derivado_sin_foto;Ruedas — Para Máquinas Empuje;Ruedas para Para Máquinas Empuje;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;RUEDAS PARA MÁQUINAS DE EMPUJE;;;;;;;3206129.jpg;;Cortadora de césped;Minitractor de empuje;Ruedas;157;grilla;;RUEDAS PARA MÁQUINAS DE EMPUJE
3206130;derivado_sin_foto;Ruedas — Para Máquinas Empuje;Ruedas para Para Máquinas Empuje;derivada (clave de código + sección del catálogo);Máquinas de cortar césped;;RUEDAS PARA MÁQUINAS DE EMPUJE;;;;;;;3206130.jpg;;Cortadora de césped;Minitractor de empuje;Ruedas;157;grilla;;RUEDAS PARA MÁQUINAS DE EMPUJE
3206131;completo;Rueda Toro 115-4695;Rueda Toro 115-4695;texto del PDF;Máquinas de cortar césped;;RUEDAS PARA MÁQUINAS DE EMPUJE;Toro;;Rueda Toro 115-4695;;;;;;Cortadora de césped;Minitractor de empuje;Ruedas;157;grilla;;RUEDAS PARA MÁQUINAS DE EMPUJE
3206211;completo;Torreta Completa Reparacion de Ojales Plat. 918-04474B Mtd;Torreta Completa Reparacion de Ojales Plat. 918-04474B Mtd;texto del PDF;Máquinas de cortar césped;;TORRETAS CARCASAS EJES;MTD;;Torreta Completa Reparacion de Ojales Plat. 918-04474B Mtd;;;;3206211.jpg;;Cortadora de césped;Minitractor de empuje;Ruedas;146;grilla;;TORRETAS CARCASAS EJES - MTD / CUB CADET / YARD MACHINES
